Freq	word1	word2	pos1	pos2
300	threw	in	vvd	ii
29	Eaton	says	np1	vvz
43	driver	told	nn1	vvd
72	single	incident	jj	nn1
653	easy	it	rr	pph1
26	tough	cop	jj	nn1
318	adviser	and	nn1	cc
105	Dancing	With	vvg	iw
25	cattle	guard	nn2	vv0
175	businesses	can	nn2	vm
35	noticed	what	vvn	ddq
144	be	feared	vbi	vvn
49	family	gathers	nn1	vvz
28	State	fans	nn1	nn2
26	Victor	Frankenstein	np1	np1
27	that	mastery	dd1	nn1
162	Karen	Hughes	np1	np1
25	antidumping	and	vvg	cc
107	stay	away	vv0	rl
245	and	Marcus	cc	np1
30	Braden	Granville	np1	np1
24	or	adapted	cc	vvn
32	ground	which	nn1	ddq
59	human	souls	jj	nn2
35	That	all	cst	db
49	the	Lutherans	at	np2
67	young	persons	jj	nn2
35	of	Micronesia	io	np1
493	she	closed	pphs1	vvd
24	daunting	problems	jj	nn2
85	greed	is	nn1	vbz
136	community	structure	nn1	nn1
113	are	online	vbr	rr
208	come	TRUE	vvn	jj
171	and	professionalism	cc	nn1
52	own	systems	da	nn2
233	practitioners	to	nn2	to
58	Vietnam	had	np1	vhd
116	can	dress	vm	vvi
88	effect	if	nn1	cs
26	was	grappling	vbdz	vvg
276	a	defined	at1	jj
799	of	calls	io	nn2
36	humility	that	nn1	cst
31	displayed	on	vvd	ii
933	ethnic	identity	jj	nn1
123	in	Martin	ii	np1
41	learned	as	vvd	csa
37	and	socialists	cc	nn2
34	all	capable	db	jj
94	individuals	like	nn2	ii
126	bottom	was	nn1	vbdz
187	and	humility	cc	nn1
313	be	misleading	vbi	jj
40	are	greedy	vbr	jj
24	consequences	they	nn2	pphs2
27	Tyson	for	np1	if
533	minutes	longer	nnt2	rrr
40	Time	Is	nnt1	vbz
46	Joe	Steps	np1	nn2
32	worked	almost	vvn	rr
58	relative	absence	jj	nn1
63	too	technical	rg	jj
265	to	intrude	to	vvi
50	both	simple	rr	jj
26	The	cynical	at	jj
26	individual	psychology	jj	nn1
24	transit	projects	nn1	nn2
40	my	Spanish	appge	jj
83	an	other	at1	jj
530	sign	in	nn1	ii
76	in	sentences	ii	nn2
61	best	school	jjt	nn1
26	the	Manning	at	np1
576	are	bringing	vbr	vvg
24	of	festivity	io	nn1
27	the	overpriced	at	jj
43	violets	and	nn2	cc
33	start-up	that	nn1	cst
38	rubber	stamps	jj	nn2
27	emergency	health	nn1	nn1
346	sensitive	to	jj	to
25	that	homicide	dd1	nn1
323	him	there	ppho1	ex
37	much	human	da1	jj
26	term	began	nn1	vvd
97	stay	as	vvi	cs31
24	are	Shiite	vbr	jj
116	like	wings	ii	nn2
55	and	Skills	cc	nn2
58	as	power	ii22	nn1
223	The	paintings	at	nn2
43	only	try	rr	vvi
45	agricultural	laborers	jj	nn2
25	real	budget	jj	nn1
24	in	Hugh	ii	np1
40	calmly	to	rr	ii
48	said	Van	vvd	np1
159	to	brand	to	vvi
349	to	deprive	to	vvi
51	Like	You	ii	ppy
9306	is	likely	vbz	jj
943	Plenty	of	pn	io
78	coli	bacteria	nn2	nn2
50	whether	either	csw	dd1
135	abusive	relationship	jj	nn1
63	always	kind	rr	nn1
619	it	opens	pph1	vvz
167	the	arcane	at	jj
35	By	midmorning	ii	nnt1
102	it	pushed	pph1	vvd
197	Reverend	Wright	nnb	np1
142	four	distinct	mc	jj
77	Open	Market	jj	nn1
33	Unidentified	News	jj	nn1
94	with	stiff	iw	jj
29	common	assumptions	jj	nn2
1436	the	honor	at	nn1
28	sulfur	compounds	nn1	vvz
35	possible	action	jj	nn1
26	U.S.-Japanese	alliance	jj	nn1
103	alone	now	jj	rt
86	seem	in	vvi	ii
39	GPS	to	nn2	to
27	the	Gaslamp	at	nn1
59	her	guts	appge	nn2
79	gas	market	nn1	nn1
25	cell	could	nn1	vm
113	foot	soldier	nn1	nn1
73	America	also	np1	rr
81	the	rhyme	at	nn1
24	the	FedExCup	at	nn1
25	mile	that	nnu1	dd1
37	one	control	mc1	nn1
271	and	Stanford	cc	np1
67	sprinted	to	vvd	ii
1019	indeed	a	rr	at1
39	Mr.	Roosevelt	nnb	np1
34	tradition	were	nn1	vbdr
31	oracle	of	nn1	io
68	worker	had	nn1	vhd
167	how	long	rrq	jj
37	and	it's-	cc	jj
28	so	broke	rr	vvn
57	representative	and	jj	cc
120	on	services	ii	nn2
3806	you	up	ppy	rp
110	the	inky	at	jj
79	helped	her	vvn	appge
82	of	amateurs	io	nn2
317	with	Iraqi	iw	jj
188	of	damp	io	jj
83	that	is.	cst	nnu
51	different	grades	jj	nn2
189	on	Native	ii	jj
32	Some	neighbors	dd	nn2
3050	per	hour	ii	nnt1
38	immigration	patterns	nn1	nn2
98803	into	a	ii	at1
41	is	spontaneous	vbz	jj
28	come	onto	vvn	ii
60	of	Battle	io	nn1
133	a	high-performance	at1	jj
26	people	expressing	nn	vvg
89	great	play	jj	nn1
46	Islamist	terrorism	jj	nn1
26	seriously	looking	rr	vvg
46	over	filling	ii	nn1
42	by	names	ii	nn2
77	Bruno	and	np1	cc
38	as	growing	csa	jj
47	its	wood	appge	nn1
24	open-ended	items	jj	nn2
2192	conference	in	nn1	ii
43	Hanks	is	np1	vbz
35	Stossel	with	np1	iw
42	hold	us	vv0	ppio2
72	use	at	vv0	ii
330	illness	in	nn1	ii
60	double-dip	recession	jj	nn1
33	Hans	Scherfig	np1	np1
24	our	weak	appge	jj
247	York	who	np1	pnqs
55	principles	behind	nn2	ii
97	screening	for	nn1	if
199	its	beginning	appge	nn1
87	Our	role	appge	nn1
54	badly	she	rr	pphs1
76	new	supply	jj	nn1
347	the	Outer	at	jj
218	motor	skill	nn1	nn1
179	president	when	nn1	cs
56	just	pointing	rr	vvg
96	how	tired	rgq	jj
78	sleep	because	vvi	cs
80	surfaces	to	nn2	to
32	much	paperwork	da1	nn1
77	Irene	said	np1	vvd
39	and	upheaval	cc	nn1
103	army	with	nn1	iw
56	in	influence	ii	nn1
26	Then	Tom	rt	np1
36	blinking	red	jj	jj
96	throw	some	vvi	dd
89	We	pick	ppis2	vv0
120	campaign	began	nn1	vvd
33	lobbyist	with	nn1	iw
25	seeks	help	vvz	nn1
2397	missed	the	vvd	at
32	is	tragically	vbz	rr
28	Sen.	GRAHAM	nnb	np1
29	Self	Defense	nn1	nn1
52	human	settlements	jj	nn2
58	anchovies	and	nn2	cc
383	favored	by	vvn	ii
28	northern	route	jj	nn1
178	three-run	homer	jj	nn1
43	glee	and	nn1	cc
66	interviewed	him	vvn	ppho1
248	waste	your	vvi	appge
25	Joe	Perry	np1	np1
152	always	admired	rr	vvn
42	from	another	ii22	dd1
146	common	humanity	jj	nn1
32	issued	today	vvd	rt
77	and	switch	cc	vvi
52	on	mortgages	ii	nn2
52	secure	that	vvi	dd1
168	and	browns	cc	nn2
31	by	bees	ii	nn2
39	tie	for	vvi	if
26	with	FMS	iw	nn2
186	telephone	interviews	nn1	nn2
202	questioning	whether	vvg	csw
27	officials	get	nn2	vv0
35	while	limiting	cs	vvg
201	lowest	levels	jjt	nn2
48	since	everything	cs	pn1
178	hope	is	vv0	vbz
36	Indian	to	jj	to
30	modern	Olympics	jj	nn2
162	and	vague	cc	jj
92	housing	developments	vvg	nn2
39	economic	mismanagement	jj	nn1
48	blood	I	nn1	ppis1
29	Santa	hat	np1	nn1
69	a	Bradley	at1	np1
146	motive	of	nn1	io
45	organized	around	vvd	rp
112	constellations	of	nn2	io
61	a	criminologist	at1	nn1
68	assists	per	vvz	ii
1390	was	obviously	vbdz	rr
28	Mary	Lincoln	np1	np1
42	carpeted	in	vvn	ii
48	rapid	deterioration	jj	nn1
77	hold	TRUE	vv0	jj
137	they	alone	pphs2	rr
32	Car	of	nn1	io
47	looks	absolutely	vvz	rr
66	joined	from	vvn	ii
39	practical	uses	jj	nn2
44	and	discontinuity	cc	nn1
657	traffic	in	nn1	ii
83	in	acknowledging	ii	vvg
722	red	tape	jj	nn1
58	restoring	it	vvg	pph1
43	make	U.S.	vvi	np1
24	dollar	fine	nnu1	jj
67	laughs	Mr.	vvz	nnb
29	Hudson	had	np1	vhd
74	Whites	are	npx	vbr
61	our	identities	appge	nn2
31	pundits	were	nn2	vbdr
77	we	deliver	ppis2	vv0
92	psychological	development	jj	nn1
121	with	researchers	iw	nn2
47	juice	concentrate	nn1	nn1
26	from	biblical	ii	jj
39	recipes	here	nn2	rl
47	exercise	you	nn1	ppy
53	Cuba	had	np1	vhd
33	Sirius	and	np1	cc
26	Eisenhower	years	np1	nnt2
25	Tuchman	is	np1	vbz
146	skills	may	nn2	vm
72	News	alert	nn1	nn1
150	of	Wrath	io	nn1
86	lots	that	pn	cst
210	she	landed	pphs1	vvd
30	moisture	has	nn1	vhz
173	He	failed	pphs1	vvd
141	than	using	csn	vvg
25	founder	Robert	nn1	np1
28	seems	fitting	vvz	vvg
65	major	conflict	jj	nn1
117	wild	pitch	jj	nn1
1184	The	year	at	nnt1
27	subscales	was	nn2	vbdz
33	stern	face	jj	nn1
129	re	not	ii	xx
55	Dutch	said	jj	vvd
42	Andrew	Kohut	np1	np1
797	to	consume	to	vvi
52	in	garages	ii	nn2
49	whence	it	rrq	pph1
30	tuxedo	pants	nn1	nn2
26	the	UNICEF	at	np1
41	lecture	format	nn1	nn1
73	Leading	passers	jj	nn2
30	hand	drop	nn1	vvi
162	start	using	vvi	vvg
58	use	both	vvi	rr
38	unconscious	of	nn1	io
25	with	exhaust	iw	nn1
137	known	who	vvn	pnqs
26	presidential	job	jj	nn1
339	crew	to	nn1	to
48	are	geographically	vbr	rr
125	out	like	rp	cs
62	special	expertise	jj	nn1
26	your	No.	appge	xx
27	unity	through	nn1	ii
24	accomplish	a	vv0	at1
91	also	covers	rr	vvz
37	first	basemen	md	nn2
138	Nazi	regime	jj	nn1
48	eyes	during	nn2	ii
34	elderly	with	jj	iw
29	technicians	have	nn2	vh0
83	glittering	in	vvg	ii
38	he	reeled	pphs1	vvd
33	specific	act	jj	nn1
234	and	passive	cc	jj
1303	her	dad	appge	nn1
42	also	targeted	rr	vvn
54	figured	in	vvd	ii
34	provide	employment	vvi	nn1
105	impoverished	and	jj	cc
79	man	my	nn1	appge
81	exhibited	a	vvn	at1
29	In	surveys	ii	nn2
93	of	conclusions	io	nn2
35	arriving	all	vvg	db
57	what	Howard	ddq	np1
38	endorsement	is	nn1	vbz
25	Your	spouse	appge	nn1
678	new	meaning	jj	nn1
30	benefit	to	vv0	ii
79	these	crops	dd2	nn2
164	and	health-care	cc	nn1
46	Joe	Fernandez	np1	np1
33	its	cameras	appge	nn2
138	also	apparent	rr	jj
34	happened	quickly	vvd	rr
129	impacts	are	nn2	vbr
39	ideas	has	nn2	vhz
164	in	controversy	ii	nn1
28	for	Sammy	if	np1
33	The	Knowledge	at	nn1
24	scrubbed	clean	vvn	jj
44	sound	effect	nn1	nn1
29	go-go	boots	jj	nn2
54	violent	people	jj	nn
142	remote	location	jj	nn1
40	to	population	ii22	nn1
29	accrued	interest	jj	nn1
309	could	anyone	vm	pn1
27	budget	I	nn1	ppis1
2239	that	often	cst	rr
25	slept	since	vvn	cs
31	national	accounting	jj	nn1
59	dams	were	nn2	vbdr
58	its	seemingly	appge	rr
363	he	stole	pphs1	vvd
2318	relatively	small	rr	jj
30	far	our	rr	appge
78	Their	attitude	appge	nn1
30	handwriting	recognition	nn1	nn1
110	even	later	rr	rrr
24	In	Springfield	ii	np1
47	of	winged	io	jj
71	Judaism	in	nn1	ii
125	a	challenger	at1	nn1
75	killed	in	vvd	ii
30	Jack	smiled	np1	vvd
25	some	sensitivity	dd	nn1
258	in	off	rp	ii
62	radical	ideas	jj	nn2
94	Indonesia	has	np1	vhz
328	closing	down	vvg	rp
47	murder	you	vvi	ppy
640	damage	in	nn1	ii
39	characters	but	nn2	ccb
122	expressions	on	nn2	ii
170	lesser	of	jj	io
429	rules	about	nn2	ii
28	importance	within	nn1	ii
400	that	bears	cst	vvz
25	little	unsure	rr22	jj
33	stick	him	vvi	ppho1
32	more	cells	dar	nn2
43	stable	but	jj	ccb
35	consumption	during	nn1	ii
69	cues	are	nn2	vbr
98	enlisted	to	vvn	to
52	that	generations	cst	nn2
2957	clear	and	jj	cc
3023	their	father	appge	nn1
36	you	peace	ppy	nn1
77	Mary	Snow	np1	np1
50	that	check	cst	vv0
52	sail	through	vvi	ii
24	sensor	with	nn1	iw
96	kids	around	nn2	ii
35	medical	lab	jj	nn1
34	at	Chapel	ii	np1
260	his	roots	appge	nn2
188	calcium	intake	nn1	nn1
24	Its	reputation	appge	nn1
104	stocks	at	nn2	ii
42	Ms.	KOLOR	nnb	np1
27	of	overgrown	io	jj
34	its	assault	appge	nn1
30	Mrs.	Highsmith	nnb	np1
67	his	ballot	appge	nn1
26	site	shows	nn1	vvz
1266	be	both	vbi	rr
63	seen	evidence	vvn	nn1
230	held	on	vvn	ii21
83	was	manipulated	vbdz	vvn
564	that	define	cst	vv0
100	good	response	jj	nn1
66	companies	making	nn2	vvg
70	equally	distributed	rr	vvn
38	and	Doreen	cc	np1
34	United	flight	jj	nn1
27	what	engineers	ddq	nn2
32	chances	the	nn2	at
26	party	up	nn1	rp
106	host	was	nn1	vbdz
377	principles	in	nn2	ii
27	she	rents	pphs1	vvz
2788	friends	in	nn2	ii
89	and	masses	cc	nn2
52	tilting	toward	vvg	ii
112	scratched	the	vvn	at
94	chicken	mixture	nn1	nn1
42	At	fourteen	ii	mc
149	loan	officer	nn1	nn1
34	New	Mythology	jj	nn1
50	their	posture	appge	nn1
93	tagging	along	vvg	rp
37	reasonably	and	rr	cc
36	highway	leading	nn1	vvg
42	partake	in	vv0	ii
135	bury	it	vvi	pph1
33	perimeter	is	nn1	vbz
48	among	lawyers	ii	nn2
39	a	starkly	at1	rr
655	questionnaire	was	nn1	vbdz
84	Laden	has	jj	vhz
40	Leahy	of	nn1	io
105	abandoned	its	vvd	appge
25	main	tunnel	jj	nn1
26	portends	a	vvz	at1
71	House	Appropriations	nn1	nn2
39	out	war	rp	nn1
168	and	burial	cc	nn1
195	up	immediately	rp	rr
3710	of	everything	io	pn1
106	his	photograph	appge	nn1
557	the	mode	at	nn1
78	He	danced	pphs1	vvd
145	to	feast	ii	nn1
215	speed	that	nn1	cst
97	scales	on	nn2	ii
31	the	La-Z-Boy	at	np1
120	little	contact	da1	nn1
128	group	level	nn1	nn1
137	insurgency	and	nn1	cc
50	their	diplomatic	appge	jj
265	an	emotion	at1	nn1
24	very	playful	rg	jj
2272	seat	and	nn1	cc
769	Together	they	rl	pphs2
26	whisked	away	vvd	rl
51	attachment	to	nn1	to
81	minimum	for	nn1	if
5116	the	horizon	at	nn1
123	good	lesson	jj	nn1
32	suggested	at	vvd	ii
60	in	styles	ii	nn2
51	die	in	vvi	rr21
175	you	lost	ppy	vvn
32	Simpson	as	np1	ii
40	Ground	Zero	nn1	mc
36	or	approach	cc	nn1
38	n't	was	xx	vbdz
37	resistance	as	nn1	ii
39	very	hurtful	rg	jj
39	holy	to	jj	ii
45	seems	oblivious	vvz	jj
99	of	strengths	io	nn2
393	arrived	with	vvn	iw
25	as	trustworthy	csa	jj
47	raft	in	nn1	ii
55	spoke	quickly	vvd	rr
25	green	vegetation	jj	nn1
354	Shimon	Peres	np1	np1
26	creatures	which	nn2	ddq
28	same	protections	da	nn2
132	The	Jungle	at	nn1
28	makes	today	vvz	rt
32	turbulent	atmosphere	jj	nn1
32	long	length	jj	nn1
28	Christianity	at	nn1	ii
59	his	torch	appge	nn1
88	starting	tomorrow	vvg	rt
30	such	gestures	da	nn2
57	shoulder	level	nn1	nn1
44	have	simple	vh0	jj
26	to	January	ii22	npm1
48	when	Chris	cs	np1
24	break	her	vv0	appge
29	an	overlook	at1	nn1
584	filed	against	vvn	ii
214	a	Presbyterian	at1	jj
63	words	sounded	nn2	vvd
295	in	together	rp	rl
36	that	wind	cst	vv0
28	kitchen	doors	nn1	nn2
84	pounds	fresh	nn2	jj
42	how	clean	rrq	vv0
80	having	brought	vhg	vvn
26	But	love	ccb	vv0
28	new	runways	jj	nn2
170	keepers	of	nn2	io
34	establish	control	vvi	nn1
33	for	involuntary	if	jj
40	sighed	loudly	vvd	rr
55	from	Port-au-Prince	ii	np1
90	and	gracefully	cc	rr
78	that	warned	cst	vvd
84	usually	pretty	rr	rg
970	really	wants	rr	vvz
26	sums	it	nn2	pph1
553	new	laws	jj	nn2
150	environmentalists	are	nn2	vbr
35	process	after	nn1	ii
24	barely	sit	rr	vvi
30	fool	that	nn1	cst
25	different	towns	jj	nn2
154	other	modern	jj	jj
47	leaned	to	vvd	ii
84	coup	for	nn1	if
34	different	mind-set	jj	nn1
116	say	everything	vvi	pn1
214	any	decision	dd	nn1
142	nearly	equal	rr	jj
72	numbers	the	nn2	at
143	clone	of	nn1	io
34	their	prized	appge	jj
82	About	your	ii	appge
47	those	worries	dd2	nn2
73	the	Fiat	at	np1
26	shining	white	jj	jj
36	write	our	vv0	appge
64	bicycle	in	nn1	ii
58	Ethel	Kennedy	np1	np1
25	immediately	you	cs	ppy
61	Leia	said	np1	vvd
138	places	or	nn2	cc
33	Imperial	Japanese	jj	jj
72	her	sexy	appge	jj
59	impossibly	long	rr	jj
31	big	purple	jj	jj
42	run	around	vvn	rp
142	hunt	in	nn1	ii
64	now	wanted	rt	vvd
40	wax	from	nn1	ii
37	this	solar	dd1	jj
29	eight	bucks	mc	nn2
3380	getting	into	vvg	ii
26	Central	Art	jj	nn1
54	headlights	on	nn2	rp
129	n't	collect	xx	vvi
35	the	polarizing	at	jj
51	Law	to	nn1	to
35	monologue	that	nn1	cst
50	has	listed	vhz	vvn
42	is	smashed	vbz	vvn
84	carry	that	vv0	dd1
42	leadership	did	nn1	vdd
40	craft	an	vvi	at1
54	Keith	Jackson	np1	np1
85	practical	consequences	jj	nn2
98	The	cry	at	nn1
86	Benson	and	np1	cc
29	Little	or	rr	cc
41	LOOKS	LIKE	vvz	ii
34	dying	wish	jj	nn1
26	or	apology	cc	nn1
84	ashtray	and	nn1	cc
28	liquid	crystals	jj	nn2
28	La	Batre	np1	np1
37	possible	before	jj	cs
42	young	charges	jj	nn2
54	First	impressions	md	nn2
73	those	bastards	dd2	nn2
167	economic	support	jj	nn1
24	cases	never	nn2	rr
29	an	imperceptible	at1	jj
31	on	fairness	ii	nn1
29	Walter	B.	np1	np1
81	about	medicine	ii	nn1
102	Americans	tend	nn2	vv0
32	more	employment	dar	nn1
98	men	as	nn2	ii
287	The	period	at	nn1
60	general	community	jj	nn1
37	perverse	effect	jj	nn1
85	eyes	it	nn2	pph1
34	and	utilizes	cc	vvz
45	drops	are	nn2	vbr
125	he	use	pphs1	vvi
1514	she	ran	pphs1	vvd
58	to	warp	to	vvi
125	and	weaker	cc	jjr
48	requiring	any	vvg	dd
160	civilian	deaths	jj	nn2
30	hast	thou	vh0	ppy
36	Provide	the	vv0	at
64	ties	a	vvz	at1
67	and	ribbon	cc	nn1
38	could	carve	vm	vvi
46	hydroelectric	dam	jj	nn1
27	three	buses	mc	nn2
764	level	for	nn1	if
29	and	unsupported	cc	jj
38	candidate	Ralph	nn1	np1
84	peace	treaties	nn1	nn2
36	activities	between	nn2	ii
112	it	surprise	pph1	vvi
75	make	other	vv0	jj
27	Arab	boycott	jj	nn1
25	among	physical	ii	jj
40	first	meetings	md	nn2
42	glasses	had	nn2	vhd
142	poured	down	vvd	rp
74	start	planning	vvi	vvg
101	be	stabilized	vbi	vvn
26	little	dream	jj	nn1
28	his	life.	appge	nnu
24	Howard	will	np1	vm
26	was	blinding	vbdz	jj
1705	remnants	of	nn2	io
213	forgive	the	vvi	at
36	justify	her	vvi	appge
250	is	get	vbz	vv0
28	exploded	as	vvd	csa
36	and	Southeastern	cc	jj
24	she	termed	pphs1	vvd
38	JEFFREY	JAMAR	np1	np1
79	Burma	and	np1	cc
27	are	enshrined	vbr	vvn
25	few	broken	da2	jj
25	but	traditional	ccb	jj
51	worries	in	nn2	ii
97	a	compartment	at1	nn1
36	crisis	continues	nn1	vvz
25	whip	on	nn1	ii
7086	up	their	rp	appge
263	the	Youth	at	nn1
80	would	slowly	vm	rr
110	and	buffalo	cc	nn1
386	the	antithesis	at	nn1
33	rule	requires	nn1	vvz
25	own	skill	da	nn1
36	communicator	image	nn1	nn1
76	bright	it	jj	pph1
25	as	capital	csa	jj
85	are	rife	vbr	jj
56	The	Puerto	at	np1
92	and	collected	cc	jj
434	we	teach	ppis2	vv0
279	studying	and	vvg	cc
49	the	intertwining	at	jj
47	breaking	loose	vvg	jj
216	to	intervention	ii	nn1
737	the	humans	at	nn2
39	groundbreaking	ceremony	jj	nn1
57	top	team	jj	nn1
42	she	hummed	pphs1	vvd
178	into	larger	ii	jjr
39	Pat	Benatar	np1	np1
80	valuable	insight	jj	nn1
81	some	service	dd	nn1
24	cost	lives	vvi	nn2
976	take	up	vv0	rp
719	they	showed	pphs2	vvd
901	who	kept	pnqs	vvd
38	slice	on	nn1	ii
29	its	objective	appge	jj
315	admit	I	vvi	ppis1
24	rivals	on	nn2	ii
37	food	economy	nn1	nn1
119	Starr	and	np1	cc
25	a	seven-	at1	jj
74	He	marched	pphs1	vvd
3231	He	gave	pphs1	vvd
160	us	might	ppio2	vm
116	Draw	a	vv0	at1
24	serious	steps	jj	nn2
42	in	fluent	ii	jj
671	removes	the	vvz	at
69	tree	can	nn1	vm
43	courses	do	nn2	vd0
35	With	Clinton	iw	np1
38	asked	before	vvn	rt
87	just	push	rr	vv0
50	barely	three	rr	mc
61	new	autobiography	jj	nn1
25	argued	strongly	vvd	rr
24	designer	boutiques	nn1	nn2
281	stores	or	nn2	cc
33	bred	a	vvd	at1
29	Berlin	had	np1	vhd
42	been	earmarked	vbn	vvn
101	involved	were	vvd	vbdr
27	where	at	rrq	rr21
35	reinforcements	were	nn2	vbdr
58	of	Adjustment	io	nn1
28	network	prime-time	nn1	nnt1
57	house	off	nn1	ii
45	remote	to	jj	ii
92	Evan	Thomas	np1	np1
44	point	be	nn1	vbi
46	sudden	impulse	jj	nn1
65	same	place	da	vv0
36	far	smaller	rr	jjr
123	also	protects	rr	vvz
67	and	attempted	cc	vvn
37	dissonance	and	nn1	cc
560	and	supported	cc	vvn
30	metamorphosis	in	nn1	ii
81	legally	required	rr	vvn
24	buckwheat	flour	nn1	nn1
1036	the	ears	at	nn2
198	Japanese	economy	jj	nn1
4370	is	happening	vbz	vvg
964	other	time	jj	nnt1
28	by	Maxwell	ii	np1
160	manage	their	vv0	appge
84	decades	before	nnt2	cs
416	their	equipment	appge	nn1
24	the	CBT	at	np1
682	opinions	and	nn2	cc
27	starts	that	vvz	cst
26	on-board	computer	jj	nn1
49	Andy	has	np1	vhz
870	moved	to	vvd	to
24	only	resource	jj	nn1
43	Black	Watch	jj	nn1
32	rounded	the	vvn	at
38	that	presumption	dd1	nn1
84	him	live	ppho1	rr
61	many	educational	da2	jj
67	task	can	nn1	vm
118	to	broach	to	vvi
229	added	benefit	jj	nn1
204	their	request	appge	nn1
46	were	adequately	vbdr	rr
83	few	tears	da2	nn2
393	blink	of	nn1	io
26	Today	Gallup	rt	np1
24	lieutenant	colonels	nn1	nn2
38	your	choir	appge	nn1
66	another	like	ppx122	ii
49	will	drown	vm	vvi
81	Stephanie	was	np1	vbdz
26	knob	is	nn1	vbz
40	refuges	for	nn2	if
90	memorabilia	and	nn2	cc
49	Gibbons	said	np1	vvd
47	damage	wrought	nn1	vvn
51	her	rape	appge	nn1
24	staffs	in	nn2	ii
56	and	wide	cc	rr
93	on	expensive	ii	jj
37	affairs	would	nn2	vm
846	who	share	pnqs	vv0
39	detection	devices	nn1	nn2
55	My	apartment	appge	nn1
63	attention	while	nn1	cs
31	Her	collection	appge	nn1
45	viable	way	jj	nn1
78	more	distance	dar	nn1
35	After	surviving	ii	vvg
1422	choice	is	nn1	vbz
373	you	anymore	ppy	rr
29	this	accord	dd1	nn1
44	one	fire	mc1	nn1
38	been	then	vbn	rt
25	house	instead	nn1	ii21
24	afforded	her	vvd	ppho1
80	ever	sold	rr	vvn
54	a	hardscrabble	at1	nn1
85	and	splashed	cc	vvd
53	low	body	jj	nn1
297	Memories	of	nn2	io
31	biblical	account	jj	nn1
26	any	poll	dd	nn1
42	protecting	America	vvg	np1
33	Can	Read	vm	vv0
115	row	is	nn1	vbz
28	the	tint	at	nn1
365	of	favor	ii22	nn1
33	layouts	and	nn2	cc
330	my	long	appge	jj
24	rating	that	nn1	cst
33	pro-choice	and	nn1	cc
56	attempt	an	vvi	at1
39	of	juice	ii22	nn1
39	poorly	the	rr	at
71	etiquette	and	nn1	cc
26	are	vested	vbr	vvn
979	close	the	vv0	at
51	as	raw	rg	jj
1008	the	freeway	at	nn1
172	ocean	in	nn1	ii
75	and	shaky	cc	jj
50	imagines	himself	vvz	ppx1
46	industrialists	and	nn2	cc
55	of	methodology	io	nn1
88	we	prepared	ppis2	vvd
179	PLEASE	CALL	rr	vv0
31	an	intolerance	at1	nn1
34	the	knowledgeable	at	jj
156	always	goes	rr	vvz
80	Don	Henley	np1	np1
49	screen	were	nn1	vbdr
43	dynasty	that	nn1	cst
46	His	years	appge	nnt2
36	until	what	ii	ddq
139	flickered	in	vvd	ii
28	this	array	dd1	nn1
40	Democrat	Tom	nn1	np1
880	merely	the	rr	at
99	safe	if	jj	cs
281	weeks	he	nnt2	pphs1
30	healing	time	jj	nnt1
58	of	perverse	io	jj
25	more	means	dar	nn
24	toward	Kuwait	ii	np1
27	lox	and	nn1	cc
51	local	diner	jj	nn1
408	be	joining	vbi	vvg
63	Cuban	leader	jj	nn1
160	look	alike	vv0	rr
28	the	Elian	at	np        
95	the	restraining	at	jj
26	dismissal	is	nn1	vbz
49	many	scientific	da2	jj
26	E.D.	Va	nn1	fw
50	make	suggestions	vv0	nn2
57	and	Desert	cc	vv0
50	shed	a	vv0	at1
54	east	Jerusalem	nd1	np1
95	collaborative	groups	jj	nn2
106	words	made	nn2	vvd
95	impede	the	vv0	at
217	He	glared	pphs1	vvd
142	the	activation	at	nn1
65	for	securities	if	nn2
26	John	Money	np1	nn1
35	Robert	Conquest	np1	nn1
36	no	passion	at	nn1
116	with	lighter	iw	jjr
259	observers	in	nn2	ii
48	my	assumption	appge	nn1
156	an	astute	at1	jj
49	upon	three	ii	mc
178	density	in	nn1	ii
42	green	technology	jj	nn1
54	player	now	nn1	rt
29	strongest	part	jjt	nn1
47	monitors	that	nn2	cst
37	Military	Affairs	jj	nn2
109	tracing	paper	nn1	nn1
68	forty-seven	years	mc	nnt2
56	Einstein	had	np1	vhd
31	The	seminal	at	jj
109	spit	it	vv0	pph1
27	too	it	rr	pph1
41	look	tough	vvi	jj
52	conservative	view	jj	nn1
30	In	Dr.	ii	nnb
36	crowded	in	vvn	ii
209	and	frustrating	cc	jj
129	Lawrence	Walsh	np1	np1
47	largely	empty	rr	jj
59	method	called	nn1	vvn
557	we	got	ppis2	vvn
24	named	Larry	vvn	np1
79	conservative	activists	jj	nn2
366	kitchen	for	nn1	if
44	Cause	the	nn1	at
33	three	males	mc	nn2
35	of	visa	io	nn1
38	and	quarterbacks	cc	nn2
28	Nelson	will	np1	vm
29	suddenly	becoming	rr	vvg
149	weight	you	nn1	ppy
58	developmental	psychologist	jj	nn1
170	apartment	to	nn1	ii
27	McManus	says	np1	vvz
51	from	Reno	ii	np1
85	painfully	slow	rr	jj
49	obtains	a	vvz	at1
28	possible	sexual	jj	jj
49	Sentencing	Commission	jj	nn1
30	pure	as	jj	ii
52	trying	all	vvg	db
35	national	seashore	jj	nn1
57	while	operating	cs	vvg
51	Your	PC	appge	nn1
40	run	right	vv0	rr
166	Baghdad	today	np1	rt
40	on	careers	ii	nn2
123	driver	has	nn1	vhz
35	no	they	rr	pphs2
